Index	text	level
1057	Venezuela is een land in Zuid-Amerika. De hoofdstad is Caracas en de officiële taal van het land is Spaans. Het land grenst aan Colombia in het westen, Brazilië in het zuiden en Guyana in het oosten. In het noorden van het land ligt de Caribische Zee, waar Trinidad en Tobago en de Nederlandse eilanden Aruba, Bonaire en Curaçao liggen. Venezuela heet officieel de Bolivariaanse Republiek Venezuela. Het eerste woord verwijst naar vrijheidsstrijder Simón Bolívar, die onder andere Venezuela onafhankelijk maakte van het Spaanse Rijk. Venezuela werd in 1821 officieel onafhankelijk van Spanje en vormde samen met Colombia, Panama en Ecuador één gezamenlijke staat. Deze staat viel in 1830 echter uiteen. In 19e en 20e eeuw stond Venezuela onder leiding van een militair bewind en was het land een dictatuur. In 1958 werden er afspraken getroffen om het land te democratiseren. Uiteindelijk kwam president Hugo Chávez en later ook president Nicolas Maduro aan de macht, die beide socialistische hervormingen doorvoerden maar ook de democratie beperkten. Het land is rijk geworden door de vele aardolie in de grond; geen land heeft meer aardolie dan Venezuela. Chávez gebruikte het geld voor zijn socialistische hervormingen, maar doordat de wereldwijde prijs van aardolie flink daalde rond 2010 raakte het land in een economische crisis.	B1
1058	Vengaboys (van het Spaanse 'venga' (/ˈbenɡa/) en het Engelse 'boys' (/bɔɪz/)) is een Nederlandse dance-act die tussen 1997 en 2000 zowel in Nederland als daarbuiten grote hits scoorde. In 2010 maakte de groep een comeback. De muziek van de Vengaboys valt onder dance-pop, eurodance en eurohouse. Geschiedenis De eerste single van de Vengaboys heet Parada de tettas en verscheen in de zomer van 1997. Aanvankelijk was er het verhaal dat twee dj's, Danski en DJ Delmundo met een oude schoolbus de stranden van Spanje onveilig maakten. Onderweg zouden vier zangers en zangeressen opgepikt zijn, ieder afkomstig uit een ander land. Tijdens illegale optredens zou er ook regelmatig chaos zijn ontstaan, omdat de bandleden met bankbiljetten naar het publiek gooiden. Verder zou de politie hen op de hielen zitten en zouden mastertapes zijn gestolen.	B1+
1059	Inleiding - Veranderend wereldbeeld In de middeleeuwen leefden de meeste mensen een sober en godsvruchtig leven. Gehoorzaamheid aan de kerk was vanzelfsprekend. Mensen waren bang voor straf in het hiernamaals. De invloed van de Griekse en Romeinse beschaving raakte in de Middeleeuwen op de achtergrond. Tijdens de Renaissance (wedergeboorte) veranderde dat. Los van de kerk ontwikkelde zich in de 14e eeuw een hernieuwde belangstelling voor kunst, wetenschap en literatuur van de Romeinen en Grieken uit de oudheid. Renaissance Economisch verval en pestepidemieën maakten van de late middeleeuwen een duistere periode. De pest vaagde in de 14e eeuw ongeveer een derde van de bevolking in Europa weg. De economie kwam in sommige gebieden vrijwel tot stilstand. Rondom de Middellandse Zee echter werd veel handel gedreven. Daar vinden we in de 14e eeuw rijke handelssteden zoals Milaan, Venetië, Genua en Florence. Deze stadstaten in Italië waren zelfstandige republieken waar machtige kooplieden in het stadsbestuur de dienst uitmaakten. Visie op de Middeleeuwen Het begrip 'middeleeuwen' is tijdens de renaissance door Italiaanse humanisten bedacht. Het woord vertelt hoe zij dachten over de voorgaande eeuwen. Dat waren volgens hen slechts 'middeleeuwen', een obstakel in tijd dat hen scheidde van de verheven cultuur van de Grieken en Romeinen. De middeleeuwen zagen zij als een lange periode van stilstand en verval. Het mensbeeld was volgens humanisten tijdens de middeleeuwen te negatief.	B2
1060	Stoffen die verbruikt worden voor het maken van producten worden grondstoffen genoemd. Veel grondstoffen komen uit de natuur, bijvoorbeeld ijzer, kalksteen, aardolie, etc. Bij het produceren en consumeren van stoffen komt afval vrij. Het meeste afval ontstaat in fabrieken en bij de bouw van huizen, maar daarna komt het huishoudelijk afval. Lucht, water en grond vormen het milieu. Natuurlijke grondstoffen komen uit het milieu. Afvalstoffen gaan vaak terug in het milieu Scheiden van afval en recycling Tegenwoordig wordt afval veelal gescheiden ingeleverd. Papier en karton gaan in de papierbak. Groente-, fruit- en tuinafval (GFT-afval) gaan in de groene container. Plastic in de 'Plastic Heroes' bakken, klein chemisch afval (KCA) naar de chemokar en het restafval in de grijze container. Door afval gescheiden aan te bieden kan afval makkelijker opnieuw gebruikt worden in het productieproces. Afval wordt dan gerecycled. Afvalverwerking en milieuvriendelijk gedrag Ongeveer de helft van ons afval komt terecht op stortplaatsen. Een deel van dat afval kan worden verwerkt tot compost en een deel verdwijnt in een vuilverbrandingsoven. Een nadeel van het verbranden van afval is dat er koolstofdioxide vrijkomt bij het verbranden. Koolstofdioxide is een gas dat bijdraagt tot het broeikaseffect. Milieuvriendelijk gedrag is gedrag dat er op gericht is de afvalberg niet te groot te laten worden.	B1
1061	Verdrag betreffende de Europese Unie PREAMBULE ZIJNE MAJESTEIT DE KONING DER BELGEN, HARE MAJESTEIT DE KONINGIN VAN DENEMARKEN, DE PRESIDENT VAN DE BONDSREPUBLIEK DUITSLAND, DE PRESIDENT VAN DE HELLEENSE REPUBLIEK, ZIJNE MAJESTEIT DE KONING VAN SPANJE, DE PRESIDENT VAN DE FRANSE REPUBLIEK, DE PRESIDENT VAN IERLAND, DE PRESIDENT VAN DE ITALIAANSE REPUBLIEK, ZIJNE KONINKLIJKE HOOGHEID DE GROOTHERTOG VAN LUXEMBURG, HARE MAJESTEIT DE KONINGIN DER NEDERLANDEN, DE PRESIDENT VAN DE PORTUGESE REPUBLIEK, HARE MAJESTEIT DE KONINGIN VAN HET VERENIGD KONINKRIJK VAN GROOT-BRITTANNIË EN NOORD-IERLAND (1), VASTBESLOTEN een nieuwe etappe te markeren in het proces van Europese integratie waarmee een aanvang is gemaakt met de oprichting van de Europese Unie, GEÏNSPIREERD door de culturele, religieuze en humanistische tradities van Europa, die ten grondslag liggen aan de ontwikkeling van de universele waarden van de onschendbare en onvervreemdbare rechten van de mens en van vrijheid, democratie, gelijkheid en de rechtsstaat; HERINNEREND aan het historisch belang van de beëindiging van de deling van het Europese continent en de noodzaak solide grondslagen voor de opbouw van het toekomstige Europa te leggen, BEVESTIGEND hun gehechtheid aan de beginselen van vrijheid, democratie en eerbiediging van de mensenrechten en de fundamentele vrijheden en van de rechtsstaat, BEVESTIGEND hun gehechtheid aan de sociale grondrechten zoals omschreven in het op 18 oktober 1961 te Turijn ondertekende Europees Sociaal Handvest en in het Gemeenschapshandvest van de sociale grondrechten van de werkenden van 1989, 	C1+
1062	Artikel 19 1. Het Hof van Justitie van de Europese Unie omvat het Hof van Justitie, het Gerecht en gespecialiseerde rechtbanken. Het verzekert de eerbiediging van het recht bij de uitlegging en toepassing van de Verdragen. De lidstaten voorzien in de nodige rechtsmiddelen om daadwerkelijke rechtsbescherming op de onder het recht van de Unie vallende gebieden te verzekeren. 2. Het Hof van Justitie bestaat uit één rechter per lidstaat. Het wordt bijgestaan door advocaten-generaal. Het Gerecht telt ten minste één rechter per lidstaat. De rechters en de advocaten-generaal van het Hof van Justitie en de rechters van het Gerecht worden gekozen uit personen die alle waarborgen voor onafhankelijkheid bieden en voldoen aan de voorwaarden bedoeld in de artikelen 253 en 254 van het Verdrag betreffende de werking van de Europese Unie. Zij worden in onderlinge overeenstemming door de regeringen van de lidstaten voor zes jaar benoemd. De aftredende rechters en advocaten-generaal zijn herbenoembaar. 3. Het Hof van Justitie van de Europese Unie doet uitspraak overeenkomstig de Verdragen: a) inzake door een lidstaat, een instelling of een natuurlijke of rechtspersoon ingesteld beroep; b) op verzoek van de nationale rechterlijke instanties bij wijze van prejudiciële beslissing over de uitlegging van het recht van de Unie en over de geldigheid van de door de instellingen vastgestelde handelingen; c) in de overige bij de Verdragen bepaalde gevallen.	C2
1063	Het Europees Parlement oefent samen met de Raad de wetgevingstaak en de begrotingstaak uit. Het oefent onder de bij de Verdragen bepaalde voorwaarden politieke controle en adviserende taken uit. Het kiest de voorzitter van de Commissie. Het Europees Parlement bestaat uit vertegenwoordigers van de burgers van de Unie. Hun aantal bedraagt niet meer dan zevenhonderdvijftig, plus de voorzitter. De burgers zijn degressief evenredig vertegenwoordigd, met een minimum van zes leden per lidstaat. Geen enkele lidstaat krijgt meer dan zesennegentig zetels toegewezen. De Europese Raad stelt met eenparigheid van stemmen op initiatief van en na goedkeuring door het Europees Parlement een besluit inzake de samenstelling van het Europees Parlement vast, met inachtneming van de in de eerste alinea genoemde beginselen. De leden van het Europees Parlement worden door middel van rechtstreekse, vrije en geheime algemene verkiezingen voor een periode van vijf jaar gekozen. Het Europees Parlement kiest uit zijn leden de voorzitter en het bureau.	C1+
1064	1. De Europese Raad geeft de nodige impulsen voor de ontwikkeling van de Unie en bepaalt de algemene politieke beleidslijnen en prioriteiten. Hij oefent geen wetgevingstaak uit. 2. De Europese Raad bestaat uit de staatshoofden en regeringsleiders van de lidstaten, zijn voorzitter en de voorzitter van de Commissie. De hoge vertegenwoordiger van de Unie voor buitenlandse zaken en veiligheidsbeleid neemt deel aan de werkzaamheden van de Europese Raad. 3. De Europese Raad wordt twee keer per half jaar door zijn voorzitter in vergadering bijeengeroepen. Indien de agenda zulks vereist, kunnen de leden van de Europese Raad besluiten zich elk te laten bijstaan door een minister en, wat de voorzitter van de Commissie betreft, door een lid van de Commissie. Indien de situatie zulks vereist, roept de voorzitter een buitengewone bijeenkomst van de Europese Raad bijeen. 4. Tenzij in de Verdragen anders is bepaald, spreekt de Europese Raad zich bij consensus uit. 5. De Europese Raad kiest zijn voorzitter met gekwalificeerde meerderheid van stemmen voor een periode van tweeënhalf jaar. De voorzitter is eenmaal herkiesbaar. Indien de voorzitter verhinderd is of op ernstige wijze tekortschiet, kan de Europese Raad volgens dezelfde procedure zijn mandaat beëindigen.	C1
1065	Een vreemd geluid klonk door het woud. Uit de verte zou je kunnen denken dat het een najaarsstorm was, maar dat was het niet. Het was de boze heks, die razend en tierend door het bos rende. ‘Oei, wat ben ik kwaad!’ riep ze. ‘Oeioeioei, wat ben ik verschrikkelijk kwaad! Durf jij te lachen, eekhoorn? Daar, dan heb je wat om te lachen.’ Ze zwiepte met haar toverstaf, en plaf! waar de eekhoorn had gezeten, lag nu een dennenappel. ‘Zo!’ gilde de heks. ‘Nog meer liefhebbers? Jullie soms, paddestoelen?’ en plaf! waar de paddestoelen hadden gestaan, lagen nu wat stenen. Stampend draafde de heks verder, en al dravend veranderde ze slakken in takken, bosbessen in bramen, bramen in bosbessen, en een oude pad werd omgetoverd tot een molshoop. De dieren hadden zich zoveel mogelijk verstopt en wachtten angstig tot de heks uitgeraasd zou zijn. Maar dat duurde erg lang. ‘We moeten iets doen,’ zei de haas, die met wat andere dieren in een diep hol was gekropen. ‘Als ze zo nog even doorgaat, heeft ze het hele bos omgetoverd. En wíj moeten hier wonen, tenslotte.’ De dieren knikten ernstig, maar wát ze moesten doen, wist niemand.	B1+
1066	De periode 1000-1500 is een belangrijke periode voor het ontstaan van landen onder leiding van één vorst. In deze periode veranderde de verhouding tussen vorst en adel. De adel beschouwde een leen als persoonlijk en overerfbaar bezit. Een leen ging over van vader op zoon. Dat was oorspronkelijk niet de bedoeling maar een vorst of koning kon daar in de praktijk weinig tegenin brengen. Daarom bedachten vorsten andere manieren om hun macht te vergroten. Daarvoor was een centraal bestuur nodig, een permanent leger en om dat alles te bekostigen: een veel hogere belastingopbrengst. Centralisatie van bestuur Staatsvorming en centralisatie wil zeggen dat koningen en vorsten er in slaagden om een centraal bestuur in te stellen. Weliswaar hadden koningen ook in de vroege middeleeuwen macht over grote aaneengesloten gebieden, maar tegelijkertijd was hun macht versnipperd. Het bestuur van de delen lag in handen van hertogen, graven en andere leenheren die 'koning' speelden op hun eigen territorium. De koningen die steeds meer geld nodig hadden voor leger, oorlogsvoering en de financiering van de hofcultuur, waren gedwongen om het bestuurlijke systeem grondig te herzien. Een koning die meer belastingopbrengsten wilde, moest het bestuur centraal regelen. Deze ontwikkeling ging tegen de belangen van de adel in. De centralisatie van het bestuur gebeurde in praktisch alle landen.	B1+
1067	Verhuist u binnen de gemeente Utrecht of wilt u zich inschrijven? Geef dit dan maximaal 4 weken van tevoren aan ons door. Wij verwerken uw adreswijziging meestal binnen een week. Hebt u dit schriftelijk doorgegeven? Dan ontvangt u een bevestiging op uw nieuwe adres. Hebt u online uw adreswijziging doorgegeven? Dan ontvangt u een bevestiging per e-mail. Op MijnOverheid kunt u zien of uw adreswijziging al verwerkt is. Goed om te weten - Wij geven uw verhuizing door aan belangrijke instanties. Dan lopen zaken als uw uitkering, toeslagen of vergunningen gewoon door. - Geeft u later dan 5 dagen na uw verhuizing uw nieuwe adres door? Dan telt de dag van doorgeven. Dit kan gevolgen hebben voor bijvoorbeeld uw toeslagen, studiefinanciering.	A2+
1068	Verkeersregels De Wegenverkeerswet 1994 (Wvw) vormt de basis voor alle verkeersregels. Uitgangspunt daarbij is de vlotheid en doorstroming van het verkeer en dat niemand hinder of gevaar op de weg mag veroorzaken. Deze regels zijn verder uitgewerkt in het Reglement verkeersregels en verkeerstekens 1990 (Rvv). De Wvw voorziet ook in regels waar de minister zich aan moet houden, en de mogelijkheid ontheffing van de verkeersregels te krijgen. Veiligheid op de weg De Wegenverkeerswet 1994 (Wvw) is de basis van alle verkeerswetgeving. De wet regelt de veiligheid en de doorstroming op de weg, en het voorkomen van schade en overlast door het verkeer aan anderen. De wet regelt ook bijvoorbeeld de afgifte van rijbewijzen en kentekens, en welke voertuigen er wel of niet op de weg worden toegelaten. Verkeersregels en verkeerstekens In het Reglement verkeersregels en verkeerstekens 1990 (Rvv) zijn de meeste verkeersregels uit de Wvw verder uitgewerkt. In het Rvv zijn bijvoorbeeld adviessnelheden en waarschuwingsborden opgenomen, maar ook regels voor wanneer je gebruik moet maken van je richtingaanwijzer. In de brochure 'Verkeersborden en verkeersregels' worden de regels en verkeersborden kort en duidelijk uitgelegd. Het is uitgegeven door het ministerie van Infrastructuur en Milieu (nu Infrastructuur en Waterstaat) en de regionale en provinciale organen voor verkeersveiligheid. Regels waar de minister zich aan moet houden Het Besluit administratieve bepalingen wegverkeer (Babw)	B2
1069	Beste Amsterdammer, Op woensdag 16 maart 2022 kiezen we een nieuwe gemeenteraad. Op dezelfde dag zijn ook de verkiezingen voor de stadsdeelcommissies en voor de bestuurscommissie van het nieuwe stadsgebied Weesp. In deze envelop vindt u uw stempas(sen). Dit jaar zijn er mogelijkheden om veilig te kunnen stemmen. In deze brief leest u hier meer over. Voordat u gaat stemmen Heeft u klachten die passen bij het coronavirus? Blijf thuis en laat u direct testen. Een andere kiezer kan voor u gaan stemmen. Dat kan door de achterkant van uw stempas in te vullen. Geef uw stempas en een kopie van uw identiteitsbewijs mee aan de kiezer die voor u gaat stemmen. Of vraag een schriftelijke volmacht aan via amsterdam.nl/verkiezingen: hier vindt u alle belangrijke informatie over machtigen. De gemachtigde moet tegelijk voor u én voor zichzelf stemmen en mag voor maximaal 2 andere kiezers stemmen. In het stemlokaal Komt u stemmen in het stemlokaal? Geef elkaar de ruimte en houd 1,5 meter afstand. De gemeente richt de stemlokalen zo in dat het mogelijk is voor kiezers om onderling afstand te houden.	B1
1070	Voor aanmerkelijkbelanghouders geldt de gebruikelijkloonregeling (zie paragraaf 16.1 van het Handboek Loonheffingen). Deze regeling bepaalt hoe hoog het loon van de aanmerkelijkbelanghouder minimaal moet zijn. Over dat bedrag houdt u loonheffingen in, ook als uw onderneming minder of geen omzet behaalt. Hebt u als gevolg van de coronacrisis te maken met een omzetdaling? Dan mag u, zonder ons daarvoor om toestemming te vragen, het gebruikelijk loon in 2020 lager vaststellen. U moet dan wel aan de volgende voorwaarden voldoen: De rekening-courantschuld of het dividend mag niet toenemen als gevolg van het lagere gebruikelijk loon. Als de aanmerkelijkbelanghouder in werkelijkheid een hoger loon heeft gehad dan volgt uit onderstaande berekening, dan geldt dat hogere loon. Als uw omzet in 2019 of 2020 is beïnvloed door bijzondere zaken, zoals een oprichting, staking, fusie, splitsing of bijzondere resultaten, past u onderstaande berekening toe zonder die beïnvloeding. Hoe stelt u het gebruikelijk loon lager vast? Dat doet u met de volgende berekening: Gebruikelijk loon 2020 = A x B/C A = het gebruikelijk loon over 2019 B = de omzet (exclusief btw) over de eerste 4 kalendermaanden van 2020 C = de omzet (exclusief btw) over de eerste 4 kalendermaanden van 2019 U mag aannemelijk maken dat het gebruikelijk loon lager moet zijn dan het loon volgens deze berekening.	C1
1071	Abonnementen die je bij de beheerder van een stalling hebt gekocht kun je verlengen bij de beheerder van jouw stalling. Een jaarabonnement dat je online koopt wordt jaarlijks automatisch verlengd. Je hebt jouw abonnement online gekocht Een jaarabonnement voor een fietskluis, bewaakte zelfservice stalling of fietsenstalling waar je toegang toe hebt met jouw OV-chipkaart wordt jaarlijks automatisch verlengd. Je ontvangt 7 weken voor de einddatum van elk contractjaar bericht wanneer je doorlopende abonnement wordt vernieuwd. Je kunt jouw abonnement maandelijks opzeggen, ook in het eerste jaar. Je hebt jouw abonnement in de stalling gekocht Heb je een maand- of jaarabonnement bij de beheerder in de NS Fietsenstalling gekocht, dan loopt je abonnement vanzelf af aan het einde van de looptijd. Vanaf de 20e van elke maand koop je bij de beheerder een nieuw maand- of jaarabonnement, dat geldig is vanaf de eerste van de volgende maand. Je stalt met de NS-Business Card Stal je je fiets met de NS-Business Card, dan hoef je jouw abonnement niet zelf te verlengen. Het abonnement loopt automatisch door.	B1
1072	Nederland kent minstens 500 diepe plassen, meestal ontstaan door winning van zand, klei of grind. Om deze plassen een nieuwe functie te geven, voor bijvoorbeeld recreatie of natuur, kunnen de plassen minder diep worden gemaakt. Rijkswaterstaat voert de verondieping niet uit, maar is toezichthouder voor de diepe plassen die tot de rijkswateren behoren. De diepe plassen die zijn ontstaan door winning van deze primaire grondstoffen zijn soms tot wel 40 m diep en hebben vaak een steile helling, ook wel talud genoemd. De gewonnen grondstoffen zijn onder andere nodig om woonwijken bouwrijp te maken, beton en bakstenen te produceren, infrastructuur aan te leggen en Nederland veilig te houden voor overstroming. Een steile, diepe put achterlaten na grondstoffenwinning zoals in het verleden gebeurde, past niet meer in het huidige beleid en regelgeving. Tegenwoordig worden bij winningen van primaire grondstoffen de locaties gerichter ontgraven, waarbij vooraf al de nieuwe bestemming (bijvoorbeeld recreatie of natuur) vorm krijgt. Eigenaren en initiatiefnemers proberen in samenspraak met bevoegde overheden en omwonenden zoveel mogelijk overeenstemming te bereiken over de herinrichten van diepe plassen. Verondiepen kan een onderdeel vormen van de herinrichtingsaanpak. Waarom worden diepe plassen verondiept? In Nederland zijn diverse projecten op het gebied van herinrichting van diepe plassen uitgevoerd, gepland of in uitvoering. Om uiteenlopende redenen worden deze oude wingaten minder diep gemaakt. Bijvoorbeeld om ze beter te kunnen gebruiken voor recreatie, voor meer natuur of biodiversiteit, of om het instorten van oevers en taluds tegen te gaan.	B2+
1073	De verpleegster werkt in het ziekenhuis. Zij helpt de dokter. Ze praat met de patiënten. Ze geeft de patiënten eten en drinken. En ze geeft ook medicijnen. De verpleegster controleert de patiënten. Ze loopt veel in de gangen van het ziekenhuis. Ze loopt van het ene bed naar het andere bed. Zij maakt alle patiënten blij. De verpleegster is altijd druk. Zij werkt hard. Zij werkt soms overdag, soms ’s nachts.	A1+
1074	Verschillende eters Elk dier moet eten om in leven te blijven. Om hun voedsel te pakken, hebben dieren bepaalde eigenschappen. Die zie je terug in bijvoorbeeld de specifieke vorm van hun snavel, poten, lichaam of kiezen. Op die manier zijn fysieke kenmerken afgestemd op de voedselkeuze. Als het voedsel eenmaal in het lichaam is, moet het kleiner gemaakt worden. Dat heet verteren. Een dier heeft een verteringsstelsel waarmee het zijn voedsel verteert. Om het voedsel goed te verteren hebben zoogdieren een gebit. In het gebit zijn verschillende tanden en kiezen te herkennen met elk hun eigen functie. Na vertering kunnen de voedingsstoffen gemakkelijker in het bloed worden opgenomen. De voedingsstoffen komen zo bij alle cellen in het lichaam. In de cellen vindt verbranding plaats en daarbij komt energie vrij. Dus door te eten krijgt een dier energie en kan zo bewegen, waarnemen, enzovoort. Dieren die planten eten, zijn planteneters ofwel herbivoren. Dieren die andere dieren eten, zijn vleeseters ofwel carnivoren. Dieren die zowel planten als dieren eten, zijn alleseters ofwel omnivoren. Planteneters ofwel herbivoren Planteneters hebben een voordeel: planten lopen niet weg! Maar planten eten heeft ook nadelen: het levert weinig energie. Een planteneter moet daarom veel eten. Veel zoogdieren zijn planteneters. Ook veel vogels en vissen zijn planteneters. 	A2+
1075	Verslaving Opwekkende, verdovende en geestverruimende middelen werken verslavend. Het zijn stoffen waaraan het lichaam gewend raakt. Als iemand een van deze stoffen elke dag gebruikt, kan het lichaam zelfs niet meer zonder die stof. Zo iemand is lichamelijk afhankelijk van de drug ofwel verslaafd. Gebruikt een verslaafde niet, dan protesteert het lichaam: er treden ontwenningsverschijnselen op. Beloningscentrum, dopamine en geheugen Midden in de hersenen ligt het beloningscentrum. Dit centrum zorgt ervoor dat je na bepaald gedrag een prettig gevoel krijgt. Dat is vooral gedrag dat met overleven en voortbestaan te maken heeft zoals eten en seksuele activiteit. Ook genotmiddelen beïnvloeden het beloningscentrum. In je hersenen zitten miljarden zenuwcellen. Zenuwcellen (en dus ook hersencellen) maken nooit rechtstreeks contact met elkaar. Ze geven elkaar signalen via speciale boodschapper-stoffen. Een van die stofjes is dopamine. Het prikkelt het beloningscentrum. Als je bijvoorbeeld iets eet wat je lekker vindt, komt er dopamine vrij in de zenuwcellen van het beloningscentrum. Dat zorgt ervoor dat je je prettig voelt. Je gedrag wordt beloond. Je zult het vaker willen doen. De informatie wordt ook doorgegegeven naar het gebied in de hersenen waar je geheugen ligt. Je onthoudt de herinnering aan het gedrag dat je het prettige gevoel opleverde. Een derde gebied in de hersenen (de neocortex) zorgt ervoor dat je niet voortdurend toegeeft aan iets waar je naar verlangt.	B2
1076	Inleiding - Verspreiding van het christendom In de tijd van Jezus van Nazareth werd het leven beheerst door godsdienst. De Romeinen hadden voor alles en nog wat een god of geest die ze gunstig stemden door offers, rituelen en gebeden. Alleen in de joodse godsdienst hing men één God aan. De leer van Jezus Christus (in de Latijnse taal betekent christus de gezalfde) was in feite een vervolg op de joodse godsdienst. Volgelingen van Jezus geloofden in één god en een eeuwig leven na de dood. In de tijd van de eerste christenen waren er meer religieuze sekten met een heel ander geloof dan de Romeinen. Toch groeide juist de joodse sekte van de christenen uit tot een van de grootste en invloedrijkste godsdiensten van de wereld. Christendom Het christendom sprak vooral de armen en onderdrukten (slaven) aan. Gelijkheid voor God en een beter leven na de dood was een aantrekkelijk vooruitzicht. Het idee van beloning na onderdrukking, armoede en ongelijkheid maakte het leven wat dragelijker. Christenen waren zeer overtuigd van hun gelijk en zeer fanatiek. Ze weigerden de Romeinse goden te aanbidden. Er waren Romeinse keizers die gedurende enige jaren van hun regeerperiode om uiteenlopende redenen christenen hebben vervolgd. Ondanks de vervolgingen bleef de aanhang van het christendom groeien. Jezus van Nazareth De invloed van Jezus van Nazareth (zijn ouders kwamen uit Nazareth)	B1+
1077	Inleiding Een ongeboren baby heeft nog geen darmwerking nodig. De voedingsstoffen komen van het bloed van de moeder via de placenta in het bloed van de baby terecht. Na de geboorte gaat de baby zelf voedsel verteren om voedingsstoffen op te nemen. Het darmstelsel is nog niet geheel ontwikkeld, daardoor kunnen baby’s alleen (moeder)melk verteren. Voor sommige kinderen is zelfs melk te moeilijk verteerbaar, waardoor buikkrampjes kunnen ontstaan. Voor de opname van voedingsstoffen zijn verteringsorganen nodig. Voorbeelden hiervan zijn de maag en de darmen, maar ook klieren zijn nodig Organen voor de vertering Het spijsverteringskanaal is nodig om voedsel te verteren. Maag, darmen en klieren behoren tot het spijsverteringskanaal. Tijdens het verteren worden grote moleculen kleiner gemaakt. Zo kunnen ze worden opgenomen in het bloed en getransporteerd naar andere lichaamscellen. De cellen gebruiken de voedingstoffen voor de energievoorziening, opbouw en het herstel van cellen (en dus weefsels).	B1
1078	Vertrouwen in de toekomst Inleiding In Nederland gaan individuele vrijheden en een hecht collectief hand in hand. Hier kan iedereen de ambitie najagen om over de hoogste lat te springen, in de zekerheid dat er een vangnet is als dat nodig is. De zorgen die er ook zijn, delen we. Als het erop aankomt, lossen we in Nederland problemen samen op. Daarmee hebben we alles in huis om de grote vraagstukken van deze tijd aan te kunnen. We hebben vertrouwen in de toekomst. Ons doel is om een sterk land nog beter te maken voor iedereen, nadrukkelijk ook voor mensen die nu het gevoel hebben dat de overheid er niet meer voor hen is. We investeren in ieders kansen en versterken het collectief. Daarvoor zien we geweldige mogelijkheden: We investeren in onze collectieve voorzieningen, bijvoorbeeld met extra geld en menskracht voor veiligheid, onderwijs, en zorg. We hervormen voor meer zekerheid en kansen in een nieuwe economie, bijvoorbeeld met een nieuwe balans tussen flexwerk en vaste contracten, meer maatwerk in oudedagsvoorzieningen, modernisering van het belastingstelsel en verlaging van de lasten. We pakken de uitdaging van de klimaatverandering aan. Nederland wordt duurzaam. En we staan pal voor het Nederland van vrijheden, democratie, rechtsstaat en internationale oriëntatie. De Nederlandse identiteit blijft herkenbaar in een sterke internationale inbedding. Ons gezamenlijke vertrekpunt is goed. De economie groeit, de werkgelegenheid trekt aan, de werkloosheid daalt en	B2
1079	"Defensie gaat met een oud-militair in gesprek over een mogelijk onrechtmatige beschieting in 2007 in de Afghaanse provincie Uruzgan, meldt Trouw. De veteraan zegt tegen de krant dat bij een beschieting van huizen mogelijk burgerdoden zijn gevallen. Defensie noemt het verhaal 'zeer ernstig'. Het ministerie wijst er in de krant wel op dat de veteraan getraumatiseerd terugkwam uit Afghanistan en dat de ex-militair zich het incident mogelijk helemaal of voor een deel heeft ingebeeld. De beschieting zou zich medio 2007 hebben afgespeeld in de Chora-vallei, waar oud-militair Servie Hölzken diende als pantsergenist. Hij en zijn kompanen gingen mee met patrouilles om geïmproviseerde bermbommen op te sporen. Onderschept walkietalkieverkeer Volgens de veteraan reed zijn eenheid op een avond langs bewoond gebied, toen zijn commandant met een scanner mogelijk walkietalkieverkeer van de Taliban onderschepte. Hölzken kreeg naar eigen zeggen daarna opdracht om met een zware mitrailleur op twee huizen te schieten, om te zien of er werd gereageerd. Nadat de officier via de portofoons de vermeende Talibanstrijders over het mitrailleurvuur had horen praten en er uit het tweede huis mensen kwamen rennen, kreeg Hölzken de opdracht om op hen te schieten. ""Ik ben ervan overtuigd dat we burgers hebben doodgeschoten"", zegt hij. Tijdens het incident kwam er volgens de ex-militair geen geweervuur van de andere kant. Ook zou hij hebben gemeld dat"	B2
1080	Alexandrina Victoria (Kensington Palace, Londen, 24 mei 1819 - 22 januari 1901) was koningin van het Verenigd Koninkrijk tussen 1837 en 1901. Met een regeerperiode van 63 jaar is ze de langste regerende Britse koning(in) na koningin Elizabeth II. Koningin Victoria was de eerste koning(in) die de titel keizer(in) van Indië kreeg. Koning Victoria was de laatste heerser uit het huis Hannover. Hoewel onder Victoria de koning(in) geen politieke macht meer had, wist zij het moderne koningschap te stichten. De Britse koning(in) was nu het symbool van het Verenigd Koninkrijk. Koningin Victoria was gedurende haar regeerperiode enorm populair en werd het voorbeeld voor het Victoriaanse moraal. Victoria handelde volgens de dingen die toen van personen verwacht werden. De periode waarin ze regeerde wordt ook wel de Victoriaanse periode genoemd, die naar haar vernoemd is. Onder koning Victoria bereikte het Verenigd Koninkrijk zijn hoogtepunt en was het Britse Rijk het grootste rijk te wereld. De koningin is nogsteeds één van de bekendste en beroemdste heersers uit de Britse geschiedenis. Haar leven is verschillende keren verfilmd. Haar kinderen trouwden met verschillende Europese koninklijke families, waardoor ze ookwel de Grandmother of Europe (Oma van Europa) wordt genoemd. Door deze huwelijken werd ook de ziekte hemofilie verspreid door de Europese koninklijke families.	B2
