index	original
4894	De kinderen kunnen de aankomst wel zien op tv.
4895	Daarvoor zorgt de omroep VRT.
4896	Elk jaar komen veel kinderen met hun ouders naar Antwerpen.
4897	Daar hoort altijd een show bij.
4898	Wat zal er dit jaar dan te zien zijn?
4899	Dat maakt de VRT later bekend.
4900	En zijn er dit jaar ook stoute kinderen?
4901	Dat weten we pas op 14 november.
4902	Jeroen Meus kreeg een mooie titel.
4903	Hij wordt ambassadeur van bier in België. De kok houdt van bier.
4904	Hij serveert graag bier bij het eten.
4905	Daar houden de makers van bier ook van.
4906	Jeroen Meus is de grote ster van de Vlaamse tv.
4907	Hij kreeg drie Vlaamse Televisie Sterren in Hasselt.
4908	Dat zijn de tv-prijzen van alle Vlaamse zenders.
4909	Jeroen Meus werd ‘tv-persoonlijkheid van het jaar’.
4910	Hij won ook sterren voor zijn programma’s.
4911	Dat zijn ‘Dagelijkse Kost’ en ‘De patat’.
4912	Vorig jaar won de VRT veel tv-sterren.
4913	Dit jaar kon vooral VTM feesten.
4914	Die zender won prijzen met allerlei programma’s.
4915	Daarbij is ‘The Voice van Vlaanderen’.
4916	Tegen de sterren op’ kregen sterren.
4917	Dit jaar verdwijnen de muntjes van 1 en 2 eurocent.
4918	De overheid schaft ze af.
4919	De meeste mensen en winkels vinden de muntjes niet handig.
4920	Dat blijkt uit een onderzoek van de overheid.
4921	De muntjes kosten te veel.
4922	Elk jaar moet de overheid er miljoenen nieuwe maken.
4923	Muntjes van 1 en 2 cent kosten meer dan ze waard zijn.
4924	Elk muntje kost ongeveer 2,5 cent.
4925	Zo verliest de overheid veel geld.
4926	België is het derde land dat de muntjes afschaft.
4927	Finland gebruikt ze al 13 jaar niet meer.
4928	In Nederland verdwenen de muntjes 10 jaar geleden.
4929	In Duitsland brandde een stal uit.
4930	In de stal stonden koeien.
4931	De koeien waren de daders.
4932	Koeien laten veel windjes.
4933	Daarin zit een gas.
4934	In de stal stond ook een apparaat.
4935	Uit het toestel kwam een vonk.
4936	Het gas kwam bij de vonk.
4937	Zo ontstond vuur.
4938	De winter is erg zacht.
4939	Dat merk je aan de groentes.
4940	Bloemkolen groeien langer dan normaal.
4941	De zachte winter heeft nadelen voor de boeren.
4942	Ze krijgen minder geld voor hun kolen.
4943	Dat is zo in heel Europa.
4944	De boeren moeten iets doen.
4945	Moeten ze al groentes voor de lente planten?
4946	Wat als het straks toch begint te vriezen?
4947	De jonge plantjes zijn dan kapot.
4948	Tom Waes en Koen Wauters doen het goed op tv.
4949	Hun programma heet 'Waes vs Wauters'.
4950	Tom en Koen strijden tegen elkaar.
4951	Ze leggen zware proeven af.
4952	Bijna twee miljoen mensen kijken ernaar.
4953	De film ‘The Broken Circle Breakdown’ kan een Oscar winnen.
4954	Dat is een prijs voor films in Amerika.
4955	Veerle Baetens heeft een rol in de Belgische film.
4956	Op 2 maart weten we of de film de prijs wint.
4957	Veerle kreeg al een prijs voor de film.
4958	Ze is de beste actrice van Europa.
4959	Aan het strand van Oostende is een reuzenvis aangespoeld.
4960	De vis is 3 meter lang en 5 meter hoog.
4961	Het is natuurlijk geen echte vis, maar een kunstwerk.
4962	Zij willen met het zeemonster aantonen dat de zee sterk vervuild is.
4963	Het zeemonster is volledig gemaakt van plastic materiaal dat aangespoeld is aan de kust.
4964	De sportwereld wacht bang af.
4965	Zal Michael Schumacher overleven?
4966	Schumacher was aan het skiën.
4967	Hij viel tegen een rots.
4968	Zijn hoofd is zwaar geraakt.
4969	Schumacher ligt in coma.
4970	Schumacher is 45 jaar.
4971	Hij was een bekende piloot van de Formule 1.
4972	Zeven keer werd hij wereldkampioen.
4973	Schumacher hield van snelheid.
4974	Dat zei hij in zijn laatste gesprek op tv.
4975	Dubai vierde het begin van 2014.
4976	Vuurwerk ontplofte langs 94 kilometer kust.
4977	Ook op het hoogste gebouw ter wereld was er vuurwerk.
4978	Een half miljoen stuks vuurwerk knalden tegelijk.
4979	Dat was een wereldrecord.
4980	Het spektakel kostte vijf miljoen euro.
4981	Delphine Boël mag zich prinses van België noemen.
4982	Dat zei een rechtbank in Brussel.
4983	Koning Albert 2 gaf nooit toe dat ze zijn dochter is.
4984	Maar een rechtbank gaf haar gelijk.
4985	Nu krijgt ze ook de koninklijke titels.
4986	Begin 2020 kwam het bewijs dat Delphine een dochter is van Albert 2.
4987	Ze wilde ook de naam van de koning.
4988	Dat lukte vorige week.
4989	Delphine mag zich van Saksen-Coburg noemen.
4990	Hare Koninklijke Hoogheid’ is nu van haar.
4991	Nelson Mandela is overleden.
4992	Hij was vroeger president van Zuid-Afrika.
4993	Nelson Mandela was al een hele tijd heel ziek.
4994	Hij werd 95 jaar.
4995	Nelson Mandela was een belangrijke man voor Zuid-Afrika.
4996	Hij kwam op voor de zwarte bevolking in zijn land.
4997	Vroeger waren de blanken baas en hadden de zwarte mensen niet dezelfde rechten als de blanken.
4998	Door zijn strijd voor gelijke rechten belandde hij zelfs in de gevangenis.
4999	Toen Mandela vrij kwam, werd hij de eerste zwarte president van Zuid-Afrika.
5000	Nelson Mandela was heel geliefd bij veel mensen en in 1993 won hij zelfs de Nobelprijs voor de Vrede.
5001	Toen het nieuws over zijn dood bekend werd, verzamelden heel wat mensen voor zijn huis in de stad Johannesburg.
5002	Zo wouden ze hun dankbaarheid tonen.
5003	Twee arbeiders stierven.
5004	Dat gebeurde in São Paulo in Brazilië.
5005	Arbeiders bouwen er een stadion.
5006	Een grote kraan viel om.
5007	De vakbonden in Brazilië klagen.
5008	De arbeiders zijn er niet veilig.
5009	Arbeiders werken er 12 uur per dag.
5010	Ze krijgen weinig dagen vrijaf.
5011	Het stadion moet klaar zijn voor het wereldkampioenschap (WK) voetbal.
5012	Het WK start in 2014.
5013	Brazilië bouwt 12 nieuwe stadions voor het WK.
5014	Eerder stierven er al twee arbeiders.
5015	Het Afrika-museum is gesloten.
5016	Drie jaar lang zullen er werken zijn.
5017	Het museum moet moderner worden.
5018	In het museum kan je duizenden voorwerpen zien.
5019	Ook dieren en planten staan er.
5020	De verzameling verhuist tijdens de werken.
5021	De meeste stukken krijgen even een andere thuis.
5022	Een voorbeeld is de bekende olifant.
5023	Dat opgezette dier stond in het museum.
5024	Wil je de olifant zien?
5025	Die staat nu in Technopolis in Mechelen.
5026	In de Filipijnen in Azië was er een tyfoon.
5027	Een tyfoon is een orkaan in Azië.
5028	De ramp maakte de meeste slachtoffers in de streek Leyte.
5029	Vele duizenden mensen zijn dakloos.
5030	De tyfoon maakte al ongeveer 4.000 doden.
5031	Meer dan een half miljoen mensen wachten nog op hulp.
5032	Mensen hebben voedsel, zuiver water en medicijnen nodig.
5033	Vele landen sturen hulp.
5034	De actie ‘Haiyan 21-21’ zamelt geld in.
5035	Dat is hard nodig.
5036	B-Fast zorgt elke dag voor 4.000 liter zuiver water.
5037	B-Fast is een ploeg helpers uit België.
5038	Er is genoeg eten voor iedereen.
5039	Toch lijden 870 miljoen mensen op de wereld honger.
5040	In november voert de organisatie 11.11.11 actie over voedsel.
5041	Die actie heet ‘Ik kook van woede’.
5042	Tv-kok Jeroen Meus maakte enkele recepten voor de actie.
5043	We herdenken dan 11 november 1918.
5044	Dat was het einde van Wereldoorlog 1.
5045	In 2014 krijgt die oorlog nog meer aandacht.
5046	Dan is het 100 jaar geleden dat de oorlog begon.
5047	De politie zette een groep mensen op straat.
5048	Ze woonden in het Gesu-klooster.
5049	Het is een gebouw in Sint-Joost-ten-Node in Brussel.
5050	Het staat al jaren leeg.
5051	Mensen zonder woning kraakten het klooster.
5052	Ze woonden er niet wettelijk.
5053	Ze moesten weg uit het gebouw.
5054	Maar de bewoners wilden niet vertrekken.
5055	Nu staan 119 bewoners op straat.
5056	Er zijn 38 kinderen bij.
5057	Waarom moeten de krakers het klooster verlaten?
5058	Emir Kir is burgemeester van Sint-Joost-ten-Node.
5059	Volgens hem is het gebouw niet veilig.
5060	Volgens bewoners gebeuren er misdrijven rond het gebouw.
5061	Een bedrijf wil het klooster kopen.
5062	Het wil er een groot hotel van maken.
5063	Voor de kust van Italië gebeurde een ramp.
5064	Opnieuw zonk een bootje met vluchtelingen.
5065	Dat gebeurde bij het eiland Lampedusa.
5066	Zeker 30 mensen kwamen om.
5067	Op de boot zaten vluchtelingen uit Afrika.
5068	Ze probeerden Europa te bereiken via Lampedusa.
5069	Begin oktober gebeurde ook al een grote ramp bij Lampedusa.
5070	Toen verdronken meer dan 350 vluchtelingen.
5071	De Sagrada Familia is bijna klaar.
5072	Dat zegt de architect.
5073	Het gebouw zal klaar zijn in 2026.
5074	Dat is groot nieuws.
5075	De architect Gaudí startte de bouw in 1882.
5076	Gaudi stierf in 1926.
5077	De kerk was nog niet af.
5078	Intussen werkten acht architecten aan de kerk.
5079	Bezoekers betalen voor de bouw van de kerk.
5080	De kerk werd beroemd.
5081	In 2026 zal ze 144 jaar oud zijn.
5082	De politie pakte een man uit Limburg op.
5083	Hij scheen met een laserpen naar F-16’s.
5084	Dat is verboden.
5085	F-16’s zijn vliegtuigen van het leger.
5086	Een laserpen is een klein toestel.
5087	Het zendt een straal met scherp licht uit.
5088	Dat licht kan piloten verblinden.
5089	Dat kan leiden tot ongevallen.
5090	Daders kunnen zware straffen krijgen.
5091	Donald Trump heeft corona.
5092	Hij is besmet met het virus.
5093	Dat zeggen dokters.
5094	Dat is groot nieuws.
5095	Trump is de Amerikaanse president.
5096	Hij nam corona eerst niet ernstig.
5097	Dat zei hij pas nog.
5098	Trump wil president blijven.
5099	Dan moet hij de verkiezingen winnen.
5100	Die zijn op 3 november.
5101	Het virus stoort Trump.
5102	Navid Sharifi moet België verlaten.
5103	Dat vindt de overheid.
5104	Maar Navid wil blijven.
5105	Navid vluchtte uit Afghanistan.
5106	Hij vroeg papieren om hier te blijven.
5107	De overheid weigerde dat al zes keer.
5108	Navid spreekt Nederlands.
5109	Hij werkt als loodgieter in ons land.
5110	Hij woont samen met zijn vriendin.
5111	Daarom krijgt hij veel steun.
5112	Er is een nieuw schilderij van Vincent van Gogh.
5113	Het doek heet ‘Zonsondergang bij Montmajour’.
5114	Het schilderij staat in het Van Gogh-Museum.
5115	Dat ligt in Amsterdam in Nederland.
5116	Van Gogh maakte het schilderij in 1888.
5117	De schilder leefde toen in Zuid-Frankrijk.
5118	Vincent van Gogh is bekend door zijn schilderijen met zonnebloemen.
5119	Giel is een jongen van 15 jaar.
5120	Hij woont in Sint-Laureins.
5121	Giel is een boeddhist.
5122	Hij wil in een klooster in India gaan wonen.
5123	Hij wil daar 15 jaar als monnik leven.
5124	De zaak kwam in het nieuws.
5125	Een oom van Giel was erg ongerust.
5126	Hij wees naar de moeder van Giel.
5127	Die zou haar zoon te veel afschermen van de wereld.
5128	Het gerecht onderzoekt de klacht.
5129	Voorlopig mag Giel niet vertrekken.
5130	Koning Filip en koningin Mathilde deden op vrijdag 6 september 2013 hun blijde intrede in Leuven.
5131	Honderden mensen kwamen naar de stad om de nieuwe koning en koningin te zien.
5132	De koning en de koningin zullen zo in de elf provinciehoofdsteden hun intrede doen.
5133	Leuven is de provinciehoofdstad van Vlaams-Brabant.
5134	Koning Albert I wil aftreden.
5135	Prins Filip zou de troon overnemen.
5136	Dat zeggen sommige mensen toch.
5137	Albert I zou aftreden op 21 juli 2013.
5138	In 2013 is Albert ook 20 jaar koning.
5139	Ook de politiek speelt een rol.
5140	In 2013 zijn er geen verkiezingen.
5141	Dat maakt het land wat rustiger.
5142	Prins Filip kan dan rustig aan zijn taak beginnen.
5143	We wachten dus tot volgend jaar!
5144	De spanning in Syrië stijgt.
5145	Zullen de Amerikanen Syrië aanvallen?
5146	Met die aanval zouden ze president al-Assad willen straffen.
5147	Gebruikte al-Assad gifgas tegen zijn burgers?
5148	Dat onderzoeken de Verenigde Naties (VN) nu in Syrië.
5149	De Amerikaanse president Obama vindt al-Assad schuldig.
5150	Obama gaf nog geen bevel voor de aanval.
5151	Hij overlegt met zijn parlement.
5152	Dat zal nog enkele dagen duren.
5153	Intussen wacht de wereld af.
5154	Ken jij Tomatina?
5155	Dat is een jaarlijks tomatenfeest in Spanje.
5156	Een keer per jaar veranderen de straten van het Spaanse stadje Bunol in een zee van eigengemaakte tomatenpuree!
5157	Tienduizenden mensen bekogelen elkaar dan met rijpe tomaten.
5158	De deelnemers wordt aangeraden een beschermende bril en oude kleding te dragen.
5159	Er worden draagbare douches en brandkranen opengezet, zodat de feestvierders zich na Tomatina schoon kunnen spoelen.
5160	Volgens Delphine Boël is koning Albert 2 haar vader.
5161	Ze wil dat nu bewijzen.
5162	Ze stapt daarom naar de rechter.
5163	Ze wil dat de koning, prins Filip en prinses Astrid DNA afstaan.
5164	DNA zit in ons lichaam.
5165	DNA kan bewijzen wie je moeder en vader zijn.
5166	De rechter kan de familie van de koning niets verplichten.
5167	Albert had ooit een relatie met de moeder van Delphine.
5168	Maar Delphine is niet zijn dochter, volgens Albert.
5169	De moeder van Delphine zegt dat de koning zich vergist.
5170	In Turkije zijn er zware rellen.
5171	Het protest begon in Istanbul.
5172	De betogers zijn tegen premier Erdogan.
5173	Zijn beleid is erg streng.
5174	Erdogan wil ook meer islam in Turkije.
5175	In vele andere steden kwam er protest.
5176	De politie gebruikte geweld tegen de betogers.
5177	Erdogan is niet bang voor het protest.
5178	Ook de betogers geven niet op.
5179	Hoe moet het verder?
5180	In Midden-Europa regent het erg veel.
5181	Rivieren treden buiten hun oevers.
5182	De rivieren Donau en Elbe stromen over.
5183	Wegen en sporen verdwijnen onder het water.
5184	Het water bedreigt ook grote steden.
5185	Het Duitse Magdeburg dreigt onder te lopen.
5186	Het water steeg er al zeven meter.
5187	Vrijwilligers gingen aan het werk.
5188	Ze maakten dijken van zandzakjes.
5189	De overstromingen doen denken aan 2002.
5190	Ook toen was er watersnood in Midden-Europa.
5191	Mannen en vrouwen verschillen.
5192	Maar ze hebben evenveel rechten.
5193	Dat zien we nu voor het eerst in de regering.
5194	De helft van de leden is vrouw.
5195	De eerste minister is wel geen vrouw meer.
5196	Dat was Sophie Wilmès (MR).
5197	Toch blijft ze belangrijk.
5198	Ze is nu minister van Buitenlandse Zaken.
5199	Andere belangrijke ministers zijn ook vrouwen.
5200	Denk aan die van Binnenlandse Zaken en Defensie.
5201	Dat zijn de bazen van de politie en het leger.
5202	De politie is voor minister Annelies Verlinden (CD&V).
5203	Het leger is de taak van minister Ludivine Dedonder (PS).
5204	De trein Fyra rijdt nooit meer in België.
5205	Ook Nederland stopt met de Fyra.
5206	De Fyra moest snel rijden tussen België en Nederland.
5207	De trein reed de eerste keer vorige winter.
5208	Er waren meteen veel problemen met de trein.
5209	De Fyra stopte met rijden.
5210	Er kwam een onderzoek.
5211	De Fyra is niet veilig, volgens het onderzoek.
5212	Een bedrijf uit Italië bouwde de trein.
5213	Volgens dat bedrijf is de Fyra wel veilig.
5214	Maar de trein moest te snel rijden bij te koud weer.
5215	Holebi’s hebben een partner van hetzelfde geslacht.
5216	Zij hebben het vaak moeilijk.
5217	Eén op twee holebi’s heeft last van pesten.
5218	Dat begint al op school.
5219	Eén op vijf holebi’s werd zelfs aangevallen.
5220	Dat toont een onderzoek.
5221	In drie landen hebben holebi’s het meest last van haat.
5222	Dat zijn Roemenië, Bulgarije en Kroatië.
5223	In Nederland hebben holebi’s het minst last.
5224	Er is een nieuw biljet.
5225	Dat is vijf euro waard.
5226	Het biljet moet namaak voorkomen.
5227	Het biljet ziet er een beetje anders uit.
5228	Dat zorgde eerst voor problemen.
5229	Winkeliers en toestellen weigerden het biljet.
5230	Ze dachten dat het vals was.
5231	De Europese Unie (EU) denkt al verder.
5232	Ze onderzoekt de kleinste muntjes.
5233	Die zijn één en twee eurocent waard.
5234	Ze kosten meer om te maken.
5235	Mogelijk is afschaffen de oplossing.
5236	Een tornado raasde over Oklahoma.
5237	Dat is een Amerikaanse staat.
5238	Een tornado is een wervelwind.
5239	De tornado trof vooral Moore.
5240	Dat is een klein stadje.
5241	De wind blies er honderden huizen omver.
5242	Er is veel schade aan gebouwen in Moore.
5243	Er kwamen ook 24 mensen om.
5244	Daarbij waren tien kinderen.
5245	President Obama bezocht Moore.
5246	Hij beloofde veel steun.
5247	De inwoners bouwen het stadje opnieuw op.
5248	Nathalie Meskens is een bekende actrice.
5249	Ze won twee Vlaamse televisiesterren.
5250	In het najaar speelt ze een nieuwe hoofdrol.
5251	Dat gebeurt in ‘Connie en Clyde’.
5252	Dat is een reeks op vtm.
5253	Meskens krijgt ook een eigen spelprogramma op vtm.
5254	Daarin moet ze presenteren.
5255	Het programma zal ‘Reclame AUB’ heten.
5256	In Wetteren ontspoorde een trein.
5257	De trein vervoerde giftige stoffen.
5258	Enkele wagons brandden.
5259	Het gif lekte uit de wagons.
5260	De brandweer kwam blussen.
5261	Het gif stroomde in het water.
5262	Dat bracht mensen in gevaar.
5263	Heel wat mensen mochten enkele dagen niet in hun huis.
5264	Scholen bleven een week lang dicht.
5265	Nu is er geen gevaar meer.
5266	Mensen wonen weer in hun huizen.
5267	Scholen en winkels zijn weer open.
5268	Hoe kon het ongeval gebeuren?
5269	Er komt een groot onderzoek.
5270	Onderzoekers ontdekten de oudste haven ooit.
5271	Die lag in het Oude Egypte.
5272	De onderzoekers vonden ankers, touwen en veel meer.
5273	De onderzoekers vonden ook 40 rollen papyrus.
5274	De rollen zijn van een medewerker van de farao.
5275	Op de rollen staat info over ladingen van schepen.
5276	Ze vertellen veel over het leven van de Oude Egyptenaren.
5277	De spullen bleken 4.500 jaar oud.
5278	Dat is de tijd van farao Cheops.
5279	Cheops is bekend van de grootste piramide.
5280	Willem-Alexander is nu koning van Nederland.
5281	Hij volgde op 30 april zijn moeder Beatrix op.
5282	Beatrix was 33 jaar koningin van Nederland.
5283	Beatrix is 75 jaar.
5284	Ze vond het tijd om af te treden.
5285	Beatrix beleefde moeilijke jaren.
5286	In 2009 was er een aanslag op haar leven.
5287	Haar zoon Friso ligt in een coma door een ongeval tijdens het skiën.
5288	Willem-Alexander is 46 jaar.
5289	De Nederlanders houden veel van hem en zijn vrouw Maxima.
5290	Hij is de eerste koning van Nederland sinds Willem 3.
5291	Die was koning van 1849 tot 1890.
5292	Op de snelweg E34 gebeurde een zwaar ongeval.
5293	Een bus reed door een vangrail.
5294	Ze stortte vijf meter naar beneden.
5295	Er vielen vijf doden en 19 gewonden.
5296	Het ongeval gebeurde bij de gemeente Ranst.
5297	Op de bus zaten jongeren tussen 15 en 22 jaar.
5298	Twee volwassenen begeleidden hen.
5299	Ze kwamen allen uit Rusland.
5300	Ze reisden door Europa.
5301	De oorzaak van het ongeval is nog niet bekend.
5302	Ging er iets mis met de bus?
5303	Is de chauffeur in slaap gevallen?
5304	Speurders onderzoeken de zaak.
5305	De meeste tieners op de bus zijn intussen thuis.
5306	Een vliegtuig bracht hen naar Rusland.
5307	Ons verkeer is een grote vervuiler.
5308	Voertuigen stoten schadelijke stoffen uit.
5309	Die stoffen kunnen kanker veroorzaken.
5310	Ze zijn ook slecht voor het milieu.
5311	Er is meer.
5312	In België vervuilt verkeer meer dan fabrieken.
5313	Dat zegt de Bond Beter Leefmilieu (BBL).
5314	De fabrieken werden de laatste tien jaar schoner.
5315	Intussen wordt het drukker op onze wegen.
5316	Er rijden steeds meer auto’s en vrachtwagens.
5317	Al die wagens samen stoten meer uit.
5318	De BBL wil dat de overheid ingrijpt.
5319	Volgens de BBL moet er snel minder verkeer zijn op onze wegen.
5320	Het duurde bijna 500 dagen.
5321	Nu is het zover.
5322	België heeft een echte nieuwe regering.
5323	Zeven partijen doen mee.
5324	Daarbij zijn vier Vlaamse partijen.
5325	Dat zijn Open Vld, sp.a, Groen en CD&V.
5326	De nieuwe eerste minister is Alexander De Croo.
5327	Hij hoort bij de liberale partij Open Vld.
5328	Wat wil de nieuwe regering zeker doen?
5329	Ze wil 1.600 nieuwe agenten bij de politie.
5330	En er gaat meer geld naar zorg, treinen en pensioenen.
5331	De strijd tegen kanker blijft belangrijk.
5332	Geld inzamelen is dus nodig.
5333	Tv-maakster Annemie Struyf en fotografe Lieve Blancquaert pakten het probleem aan.
5334	Ze maakten een kalender ‘Naked First Ladies’.
5335	Struyf zocht 12 bekende Vlaamse vrouwen.
5336	Op elke maand van de kalender staat één naakte vrouw.
5337	Struyf staat natuurlijk ook op de kalender.
5338	De andere vrouwen kwamen uit de politiek, muziek, sport en tv.
5339	De ministers Crevits en Turtelboom staan op de kalender.
5340	Verder vallen zangeres Natalia en sprintster Elodie Ouedraogo op.
5341	En dan is er nog Geertrui Windels.
5342	Zij is de vrouw van Europees president Herman Van Rompuy.
5343	De kalender was op twee dagen uitverkocht.
5344	Er komt nu een tweede druk.
5345	De Olympische vlam is aangestoken.
5346	Ze is nu op weg naar Londen in Groot-Brittannië.
5347	Daar vinden deze zomer de Olympische Spelen plaats.
5348	De vlam werd aangestoken in Olympia in Griekenland.
5349	Dat is de plaats van de eerste Spelen.
5350	Die vonden plaats in het jaar 776 voor Christus.
5351	Tijdens de Spelen brandde een vuur.
5352	Sindsdien brandt een vuur tijdens alle Olympische Spelen.
5353	Sporters lopen nu met een fakkel naar Londen.
5354	Die reis is 12.875 kilometer lang.
5355	Ze zal 70 dagen duren.
5356	Vijf olifanten uit de zoo van Antwerpen zijn verhuisd.
5357	De verhuis is vlot verlopen.
5358	Gelukkig, want het vervoer in containers is niet leuk voor de dieren.
5359	Olifanten krijgen er stress van.
5360	De olifanten verkennen nu hun nieuw olifantenverblijf in Planckendael zonder publiek.
5361	Vanaf 29 juni kan je hen gaan bewonderen.
5362	Kai-Mook is er ook bij!
5363	Jammer genoeg stierf de mannetjesolifant die vanuit Duitsland kwam.
5364	Binnenkort komt er een ander mannetje en kunnen ze samen voor kleine olifantjes zorgen.
5365	Het meisje Laura Dekker voer de wereld rond.
5366	Ze kwam met haar zeilbootje aan in Sint-Maarten.
5367	Dat is het einde van haar reis rond de wereld.
5368	Dekker is de jongste zeiler rond de wereld ooit.
5369	Laura Dekker is 16 jaar en komt uit Nederland.
5370	In augustus 2010 begon ze aan haar reis.
5371	Ze zeilde helemaal alleen met haar bootje ‘Guppy’.
5372	Ze legde 27.000 zeemijl af.
5373	Laura mocht van de Nederlandse overheid eerst niet vertrekken.
5374	Ze was nog te jong.
5375	Ze moest nog naar school.
5376	Uiteindelijk mocht Laura wel zeilen.
5377	Ze kreeg gelijk van een rechtbank.
5378	Wat vind jij van haar prestatie?
5379	Klik op één van de duimen hierboven.
5380	Voor de kust van Italië liep het cruiseschip Costa Concordia vast op een rots..
5381	Een cruiseschip is een heel groot schip dat eigenlijk een soort van hotel is, vaak met zwembad, restaurant en een feestzaal.
5382	Er gebeuren bijna nooit ongevallen met dit soort schepen.
5383	Er zijn zeker zes mensen gestorven bij die ramp.
5384	Nog 29 zijn er vermist.
5385	Er zaten meer dan 4000 mensen aan boord.
5386	De redders verliezen stilaan alle hoop om nog overlevenden te vinden.
5387	Op het schip waren ook Belgen.
5388	Zij zijn allemaal veilig.
5389	Het schip Rena is in twee gebroken.
5390	De Rena ligt voor de kust van Nieuw-Zeeland sinds 5 oktober vorig jaar.
5391	Het schip vervoerde olie en containers.
5392	Bijna 50.000 ton olie liep al in zee.
5393	Meer dan 2.000 vogels stierven door de olie.
5394	Dit is de ergste ramp voor het milieu ooit in Nieuw-Zeeland.
5395	Het schip had al veel schade.
5396	Dat kwam door vier zware stormen.
5397	Door de stormen waren er golven van zes meter hoog.
5398	Enkele dagen geleden scheurde de romp van de Rena.
5399	Het achterste deel van het schip is ondertussen aan het zinken.
5400	Japan is getroffen door een zware aardbeving.
5401	Huizen en gebouwen zijn door mekaar geschud.
5402	Japan wordt wel vaker getroffen door aardbevingen.
5403	Maar dit is de zwaarste ooit in het land.
5404	Door die aardbeving is een tsunami ontstaan.
5405	Een tsunami is een grote vloedgolf die vanuit de zee komt en alles op het land overspoelt.
5406	Auto's, huizen en boten werden meegesleurd door het water.
5407	Op sommige plaatsen was de golf wel 10 meter hoog.
5408	De kans dat zoiets bij ons gebeurt, is gelukkig superklein!
5409	In Leuven startte ‘Kom op tegen Kanker’.
5410	Dat is een grote actie.
5411	Ze vindt elke twee jaar plaats.
5412	Een jaar lang zamelen mensen geld in.
5413	Dat geld gaat naar de strijd tegen de ziekte kanker.
5414	Dat is de naam van de actie dit jaar.
5415	De actie startte met een tv-show op zender één.
5416	Mensen en bedrijven schonken 651.570 euro.
5417	De Vlaamse overheid schonk nog 500.000 euro extra.
5418	Samen gaat het over 1,15 miljoen euro.
5419	Dat is geen record.
5420	In 2011 eindigde de show met 1,71 miljoen euro.
5421	De Vlaamse tv-wereld geeft prijzen aan de beste programma’s en acteurs.
5422	Dat gebeurt elk jaar met de Vlaamse televisiesterren.
5423	Dit jaar vond het feest plaats in Hasselt.
5424	Twee winnaars vielen op.
5425	Actrice Nathalie Meskens pakte de grootste ster.
5426	Zij werd de meest geliefde tv-persoon.
5427	Zenders VTM en VRT deden het even goed.
5428	Ze haalden elk zes sterren binnen.
5429	VIER moest het doen met één ster.
5430	Bij die zender werkt de ‘rijzende ster’.
5431	Dat is presentatrice Sofie Lemaire.
5432	Van 2 tot 17 maart is het de 'Week van de jeugdboeken'.
5433	Scholen en bibliotheken hebben dan aandacht voor boeken voor kinderen en jongeren.
5434	Er is heel wat te doen en te beleven.
5435	Elk jaar heeft de Jeugdboekenweek een ander thema.
5436	Dit jaar is het thema ‘tijd’.
5437	Kinderen kunnen veel leren uit boeken.
5438	Ze kunnen er ook heerlijk mee ontspannen.
5439	Welk boek vind jij leuk?
5440	Klik hier en vertel het ons op de praatpaal!
5441	Khao Yai is een groot park met natuur.
5442	Het ligt in Thailand.
5443	Veel mensen gaan er kamperen.
5444	Ze laten helaas ook veel afval achter.
5445	Het park is dat beu.
5446	Elke bezoeker moet nu zijn naam en adres geven.
5447	Laat iemand afval achter?
5448	Dat stuurt het park dat naar die bezoeker thuis.
5449	In de doos met afval stopt het park een briefje.
5450	Vorige week stortte in Rusland een meteoriet neer.
5451	De grote steen kwam uit de ruimte.
5452	Hij spatte boven de grond uit elkaar.
5453	Brokken steen vlogen in het rond.
5454	Er vielen zeker 1.000 gewonden.
5455	Er was ook veel schade aan gebouwen.
5456	De meteoriet woog in de ruimte 40 ton.
5457	Daarmee was het de grootste inslag sinds 1908.
5458	Toen spatte een meteoriet uit elkaar boven Siberië.
5459	In België stortte in 1896 ook een meteoriet neer.
5460	In 2009 vloog er nog een brokstuk boven ons land.
5461	Dat ontplofte boven het noorden van Nederland.
5462	Er is een nieuw schandaal over vlees.
5463	Paardenvlees werd verkocht als rundvlees.
5464	Dat is bedrog.
5465	De zaak kwam uit in Ierland.
5466	Daar zat paardenvlees in hamburgers.
5467	Op de verpakking stond dat het rundvlees was.
5468	De overheid onderzocht andere maaltijden.
5469	Die kwamen telkens uit de diepvries.
5470	Het gehakt bevatte soms paardenvlees.
5471	Het bedrog gebeurde in heel Europa.
5472	Bedrijven moesten de fout toegeven.
5473	Wie leverde het paardenvlees voor gehakt?
5474	Dat zoeken speurders nu uit.
5475	De Europese Unie vroeg om actie.
5476	Alle lidstaten moeten het schandaal onderzoeken.
5477	De Kerk zit binnenkort zonder paus.
5478	Paus Benedictus 16 treedt af.
5479	Dat gebeurt op 28 februari.
5480	De paus vertelde dat zelf.
5481	De zaak is groot nieuws.
5482	Een paus treedt zelden af.
5483	In 1415 gebeurde dat voor het laatst.
5484	Benedictus werd paus in 2005.
5485	Hij is nu 85 jaar.
5486	Hij heeft te weinig kracht voor de job.
5487	Daarom wil hij ook stoppen.
5488	Het Vaticaan zal een nieuwe paus kiezen.
5489	Kardinalen tot 80 jaar mogen stemmen.
5490	Eén Belg is kandidaat om paus te worden.
5491	Dat is kardinaal Godfried Danneels.
5492	Op 30 april is het zover.
